task_complexity_score,brief_quality_score,scope_change_flag,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,rework_ratio,cost_ratio,efficiency,delivery_time,ai_complexity,error_rate,revisions_rate,profit_margin,profit_per_hour,revenue_per_hour,is_loss,sla_ratio,outcome_norm,rework_norm,quality_index,sla_ratio_norm,speed_index,client_Client_B,client_Client_C,client_Client_D,client_Client_E,client_Client_F,client_Client_G,client_Client_H,client_Client_I,client_Client_J,client_Client_K,client_Client_L,client_Client_M,client_Client_N,client_Client_O,client_Client_P,client_Client_Q,client_Client_R,client_Client_S,client_Client_T,client_Client_U,client_Client_V,client_Client_W,client_Client_X,client_Client_Y,client_Client_Z,client_Client_[,client_Client_\,client_tier_low,client_tier_mid,team_design,team_media,team_seo,task_type_article,task_type_design,task_type_development,task_type_release,task_type_report,task_type_ticket,seniority_mid,seniority_senior,deadline_pressure_low,deadline_pressure_medium,pricing_model_hourly,pricing_model_value_based,task_status_blocked,task_status_delivered,task_status_draft,task_status_in_progress,task_status_review,workflow_stage_client_review,workflow_stage_execution,workflow_stage_finalized,workflow_stage_qa,legacy_ai_flag_true,legacy_ai_flag_unknown,content_version_v1,content_version_v2,content_version_v3,content_version_v4,ai_group_15-30%,ai_group_30-50%,ai_group_50-75%,ai_group_75-100%
4,2.0,0,2.0,1,11.67,6.66,0.34,1,3,2,1.35,65.44,1392.48,841.61,550.87,0.11568123393316196,0.6043964724807538,0.570694087403599,5,1.36,0.1713796058269066,0.2570694087403599,0.3956035275192462,47.20394173093402,119.32133676092545,0,2.5,0.6202197802197802,0.00026582754759518713,0.619953952672185,0.45454545454545453,0.5454545454545454,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3,3.0,0,7.0,0,24.96,18.28,0.44,1,1,0,1.26,80.07,2062.58,726.06,1336.52,0.05048076923076923,0.35201543697698995,0.7323717948717949,5,1.32,0.0,0.04006410256410256,0.64798456302301,53.54647435897436,82.63541666666666,0,0.7142857142857143,0.780989010989011,0.00011600134809322027,0.7808730096409178,0.12987012987012989,0.8701298701298701,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,4.0,0,5.0,0,6.34,4.55,0.34,1,2,1,0.85,61.95,613.35,479.54,133.81,0.13406940063091483,0.7818374500692916,0.7176656151419558,9,0.34,0.15772870662460567,0.31545741324921134,0.2181625499307084,21.105678233438486,96.7429022082019,0,1.8,0.5818681318681319,0.00030808229447020196,0.5815600495736617,0.32727272727272727,0.6727272727272727,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3,3.0,0,10.0,0,20.75,15.12,0.53,1,6,1,1.13,69.4,1992.32,1604.42,387.8999999999999,0.0544578313253012,0.8053023610664954,0.7286746987951807,3,1.59,0.04819277108433735,0.2891566265060241,0.1946976389335046,18.693975903614454,96.01542168674699,0,0.3,0.6637362637362638,0.00012514036422641648,0.6636111233720374,0.05454545454545454,0.9454545454545454,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3,3.0,0,2.0,1,11.22,6.86,0.34,1,2,1,4.22,52.44,1381.5,527.73,853.77,0.37611408199643487,0.38199782844733987,0.6114081996434938,6,1.02,0.08912655971479501,0.17825311942959002,0.6180021715526601,76.09358288770053,123.1283422459893,0,3.0,0.47736263736263734,0.0008642843841974791,0.47649835297843984,0.5454545454545454,0.4545454545454546,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
2,3.0,1,10.0,0,15.52,8.07,0.49,1,0,0,4.75,91.41,688.97,807.57,-118.60000000000002,0.30605670103092786,1.1721410221054618,0.5199742268041238,5,0.98,0.0,0.0,-0.1721410221054618,-7.641752577319589,44.3923969072165,1,0.5,0.9056043956043955,0.0007032973239819688,0.9049010982804135,0.09090909090909091,0.9090909090909091,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2,3.0,1,2.0,1,5.11,3.44,0.41,1,4,0,1.66,82.09,315.85,584.99,-269.14,0.324853228962818,1.8521133449422194,0.6731898238747553,9,0.82,0.0,0.7827788649706457,-0.8521133449422194,-52.6692759295499,61.81017612524462,1,4.5,0.8031868131868132,0.0007464904569868063,0.8024403227298263,0.8181818181818182,0.18181818181818177,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
3,3.0,0,5.0,0,8.04,6.07,0.53,1,1,1,2.5,74.88,499.49,692.15,-192.66,0.3109452736318408,1.3857134276962502,0.7549751243781095,7,1.59,0.12437810945273634,0.12437810945273634,-0.38571342769625017,-23.96268656716418,62.12562189054727,1,1.4,0.723956043956044,0.0007145309287902694,0.7232415130272537,0.2545454545454545,0.7454545454545455,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
2,1.0,0,10.0,0,15.62,7.65,0.54,1,5,2,2.88,70.83,1469.65,807.82,661.83,0.18437900128040974,0.5496682883679788,0.4897567221510884,6,1.08,0.12804097311139565,0.32010243277848915,0.45033171163202124,42.370678617157495,94.08770806658131,0,0.6,0.6794505494505494,0.000423690308894352,0.6790268591416551,0.10909090909090909,0.8909090909090909,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4,4.0,0,5.0,0,5.13,2.67,0.87,1,3,4,2.22,30.8,1231.68,373.49,858.19,0.43274853801169594,0.3032362301896596,0.52046783625731,3,3.48,0.7797270955165693,0.5847953216374269,0.6967637698103404,167.28849902534114,240.09356725146202,0,0.6,0.23956043956043957,0.0009944264827907805,0.2385660130776488,0.10909090909090909,0.8909090909090909,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
3,5.0,0,2.0,1,13.19,11.64,0.19,1,2,1,1.29,75.2,2526.72,1030.33,1496.39,0.09780136467020471,0.40777371453900707,0.8824867323730099,5,0.5700000000000001,0.0758150113722517,0.1516300227445034,0.592226285460993,113.44882486732374,191.5633055344958,0,2.5,0.7274725274725276,0.00022474083339017918,0.7272477866391374,0.45454545454545453,0.5454545454545454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,3.0,1,5.0,0,4.5,3.29,0.33,1,1,0,5.22,39.53,612.82,310.28,302.5400000000001,1.16,0.506315068046082,0.7311111111111112,5,0.66,0.0,0.2222222222222222,0.49368493195391805,67.23111111111113,136.18222222222224,0,1.0,0.3354945054945055,0.002665600501707827,0.33282890499279766,0.18181818181818182,0.8181818181818181,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4,1.0,0,5.0,1,25.78,15.28,0.0,0,5,3,2.09,32.36,1159.83,906.75,253.07999999999996,0.08107059736229634,0.7817956079770312,0.5927075252133436,8,0.44,0.11636927851047323,0.1939487975174554,0.21820439202296885,9.81691233514352,44.989526764934055,0,1.6,0.2567032967032967,0.00018629467672645722,0.25651700202657024,0.29090909090909095,0.709090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4,3.0,0,3.0,1,12.44,8.25,0.28,1,2,1,1.1,71.92,1465.35,1130.81,334.54,0.08842443729903537,0.7716995939536629,0.6631832797427653,4,1.12,0.08038585209003216,0.1607717041800643,0.22830040604633708,26.89228295819936,117.79340836012861,0,1.3333333333333333,0.6914285714285714,0.00020319329692029397,0.6912253781316511,0.2424242424242424,0.7575757575757576,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
4,4.0,0,10.0,0,6.18,3.4,0.35,1,5,1,1.47,70.27,330.18,399.06,-68.88,0.23786407766990292,1.2086134835544249,0.5501618122977346,3,1.4,0.16181229773462785,0.8090614886731392,-0.20861348355442483,-11.145631067961165,53.42718446601942,1,0.3,0.6732967032967032,0.0005465953489441059,0.6727501079477591,0.05454545454545454,0.9454545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3,2.0,1,7.0,0,13.99,11.84,0.2,1,3,2,10.18,48.08,1452.64,883.37,569.2700000000001,0.727662616154396,0.6081135036898336,0.8463187991422444,5,0.6000000000000001,0.14295925661186562,0.21443888491779842,0.39188649631016637,40.69120800571837,103.83416726233024,0,0.7142857142857143,0.42945054945054945,0.0016721188230130932,0.42777843062753634,0.12987012987012989,0.8701298701298701,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False
4,5.0,1,7.0,0,13.98,10.88,0.21,1,5,1,2.47,74.54,953.51,1036.32,-82.80999999999995,0.17668097281831188,1.086847542238676,0.7782546494992847,9,0.84,0.07153075822603719,0.35765379113018597,-0.086847542238676,-5.923462088698136,68.20529327610872,1,1.2857142857142858,0.7202197802197803,0.0004060007670575165,0.7198137794527227,0.2337662337662338,0.7662337662337662,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2,3.0,0,10.0,0,13.23,8.29,0.17,1,2,0,1.11,81.9,1039.67,1272.74,-233.06999999999996,0.08390022675736962,1.2241769022863023,0.6266061980347694,4,0.34,0.0,0.15117157974300832,-0.22417690228630233,-17.616780045351472,78.58427815570673,1,0.4,0.8010989010989011,0.0001927969711533146,0.8009061041277479,0.07272727272727274,0.9272727272727272,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
4,5.0,0,5.0,0,27.26,22.15,0.3,1,2,2,2.01,84.03,1517.16,1753.0,-235.83999999999992,0.07373440939104914,1.1554483376835667,0.8125458547322083,8,1.2,0.07336757153338225,0.07336757153338225,-0.1554483376835666,-8.651504035216432,55.6551724137931,1,1.6,0.8245054945054945,0.00016943661953957838,0.8243360578859549,0.29090909090909095,0.709090909090909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False
4,4.0,0,7.0,0,13.56,9.38,0.65,1,7,2,1.93,62.56,759.67,841.96,-82.29000000000008,0.14233038348082594,1.1083233509286927,0.6917404129793511,3,2.6,0.14749262536873156,0.5162241887905604,-0.10832335092869283,-6.068584070796466,56.02286135693215,1,0.42857142857142855,0.5885714285714286,0.0003270654669092733,0.5882443631045193,0.07792207792207792,0.922077922077922,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
4,4.0,0,7.0,0,11.72,11.72,0.24,1,0,2,1.68,65.78,8741.011149211485,575.01,8166.0011492114845,0.14334470989761092,0.06578300727277654,1.0,7,0.96,0.1706484641638225,0.0,0.9342169927272235,696.7577772364748,745.8200639258946,0,1.0,0.623956043956044,0.00032939631950020226,0.6236266476365437,0.18181818181818182,0.8181818181818181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
5,2.0,1,5.0,1,11.13,8.58,0.88,1,5,2,20.43,42.02,791.92,626.31,165.61,1.8355795148247978,0.7908753409435296,0.77088948787062,6,4.4,0.17969451931716082,0.449236298292902,0.20912465905647037,14.879604672057502,71.151841868823,0,1.2,0.3628571428571429,0.0042180359272772335,0.35863910692986567,0.21818181818181817,0.7818181818181819,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2,1.0,1,7.0,0,15.24,6.87,0.13,1,3,3,5.22,47.67,877.97,482.74,395.23,0.3425196850393701,0.5498365547797761,0.4507874015748031,6,0.26,0.19685039370078738,0.19685039370078738,0.45016344522022395,25.933727034120736,57.60958005249344,0,0.8571428571428571,0.42494505494505497,0.0007870867623153033,0.42415796818273965,0.15584415584415584,0.8441558441558441,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1,4.0,0,2.0,1,6.68,5.36,0.2,1,2,0,0.83,77.56,458.52,416.48,42.03999999999997,0.12425149700598802,0.9083137049637966,0.8023952095808384,6,0.2,0.0,0.29940119760479045,0.09168629503620337,6.293413173652691,68.64071856287426,0,3.0,0.7534065934065934,0.0002855214247906123,0.7531210719818028,0.5454545454545454,0.4545454545454546,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
3,4.0,0,3.0,0,5.77,4.11,0.41,1,2,2,0.0,82.07,521.0,384.99,136.01,0.0,0.7389443378119002,0.7123050259965339,3,1.23,0.3466204506065858,0.3466204506065858,0.2610556621880998,23.571923743500868,90.29462738301561,0,1.0,0.8029670329670329,0.0,0.8029670329670329,0.18181818181818182,0.8181818181818181,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
4,4.0,0,7.0,0,17.08,16.21,0.29,1,2,1,2.34,80.37,1508.84,794.98,713.8599999999999,0.13700234192037472,0.5268815779009041,0.9490632318501172,7,1.16,0.0585480093676815,0.117096018735363,0.47311842209909594,41.795081967213115,88.33957845433255,0,1.0,0.7842857142857144,0.0003148219925500846,0.7839708922931643,0.18181818181818182,0.8181818181818181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,3.0,0,10.0,0,11.98,10.6,0.44,1,4,5,1.91,49.31,1010.87,480.95,529.9200000000001,0.15943238731218698,0.4757782899878322,0.8848080133555926,3,1.32,0.41736227045075125,0.333889816360601,0.5242217100121678,44.23372287145243,84.37979966611019,0,0.3,0.442967032967033,0.000366364699661933,0.44260066826737104,0.05454545454545454,0.9454545454545454,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4,3.0,1,7.0,0,7.49,7.49,0.53,1,5,2,3.36,84.69,875.08,835.99,39.09000000000003,0.4485981308411215,0.9553297984184302,1.0,5,2.12,0.26702269692923897,0.6675567423230975,0.04467020158156972,5.21895861148198,116.83311081441923,0,0.7142857142857143,0.8317582417582418,0.0010308477608924887,0.8307273939973493,0.12987012987012989,0.8701298701298701,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,4.0,0,10.0,0,9.76,7.85,0.38,1,1,1,1.42,68.77,766.72,661.72,105.0,0.14549180327868852,0.8630530050083473,0.8043032786885246,6,1.1400000000000001,0.10245901639344263,0.10245901639344263,0.13694699499165275,10.758196721311476,78.55737704918033,0,0.6,0.6568131868131868,0.0003343301929431454,0.6564788566202436,0.10909090909090909,0.8909090909090909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
5,1.0,1,2.0,1,17.56,12.27,0.33,1,3,1,5.43,55.59,2236.95,1013.4,1223.5499999999995,0.3092255125284738,0.4530275598471133,0.69874715261959,7,1.6500000000000001,0.056947608200455586,0.17084282460136677,0.5469724401528866,69.6782460136674,127.38895216400911,0,3.5,0.511978021978022,0.0007105790356351378,0.5112674429423869,0.6363636363636364,0.36363636363636365,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
4,3.0,0,2.0,1,18.64,12.61,0.36,1,4,1,1.69,68.12,1098.97,747.85,351.12,0.09066523605150215,0.6805008325977961,0.6765021459227467,9,1.44,0.0536480686695279,0.2145922746781116,0.31949916740220385,18.836909871244636,58.957618025751074,0,4.5,0.6496703296703297,0.0002083424988847782,0.6494619871714449,0.8181818181818182,0.18181818181818177,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4,3.0,0,10.0,0,8.17,6.01,0.37,1,4,0,0.54,77.78,1173.88,513.73,660.1500000000001,0.06609547123623012,0.43763417044331615,0.7356181150550796,7,1.48,0.0,0.48959608323133413,0.5623658295566838,80.80171358629133,143.68176254589966,0,0.7,0.7558241758241758,0.000151882863179233,0.7556722929609966,0.12727272727272726,0.8727272727272728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2,3.0,1,3.0,1,14.61,10.55,0.38,1,0,0,0.88,74.91,1626.14,1017.4,608.7400000000001,0.06023271731690623,0.6256533877771902,0.7221081451060918,4,0.76,0.0,0.0,0.3743466122228099,41.6659822039699,111.3032169746749,0,1.3333333333333333,0.7242857142857142,0.00013841065646480257,0.7241473036292494,0.2424242424242424,0.7575757575757576,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2.0,0,3.0,0,5.6,3.19,0.54,1,6,1,3.22,69.8,957.7,249.11,708.59,0.5750000000000001,0.2601127701785528,0.5696428571428571,5,1.08,0.17857142857142858,1.0714285714285714,0.7398872298214472,126.53392857142859,171.01785714285717,0,1.6666666666666667,0.6681318681318681,0.0013213105935189662,0.6668105575383492,0.30303030303030304,0.696969696969697,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3,3.0,1,7.0,0,8.75,6.63,0.13,1,3,0,2.84,68.68,605.01,588.08,16.92999999999995,0.32457142857142857,0.9720169914546868,0.7577142857142857,5,0.39,0.0,0.34285714285714286,0.02798300854531322,1.934857142857137,69.144,0,0.7142857142857143,0.6558241758241758,0.0007458428990000226,0.6550783329251758,0.12987012987012989,0.8701298701298701,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
2,4.0,0,7.0,0,9.28,3.91,0.45,1,3,0,1.14,83.57,466.81,268.38,198.43,0.12284482758620689,0.5749234163792549,0.42133620689655177,4,0.9,0.0,0.3232758620689655,0.4250765836207451,21.382543103448278,50.302801724137936,0,0.5714285714285714,0.8194505494505494,0.0002822889948672454,0.8191682604556821,0.10389610389610389,0.8961038961038961,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,3.0,0,2.0,1,4.65,4.08,0.44,1,2,1,2.43,68.48,475.26,1895.2658396547984,-1420.0058396547986,0.5225806451612903,3.9878505231974044,0.8774193548387096,7,0.44,0.2150537634408602,0.4301075268817204,-2.987850523197405,-305.3775999257631,102.20645161290322,1,3.5,0.6536263736263737,0.0012008545085558065,0.6524255191178179,0.6363636363636364,0.36363636363636365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False
3,5.0,0,2.0,1,13.61,8.86,0.17,1,4,2,0.84,51.16,675.14,809.04,-133.89999999999998,0.06171932402645114,1.1983292354178392,0.6509919177075679,8,0.51,0.14695077149155034,0.29390154298310067,-0.19832923541783923,-9.838354151359294,49.606171932402646,1,4.0,0.46329670329670325,0.00014182677680170354,0.46315487651990156,0.7272727272727273,0.2727272727272727,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
3,3.0,0,5.0,1,8.94,5.18,0.2,1,2,0,0.93,78.79,1123.93,695.9,428.0300000000001,0.10402684563758391,0.619166674081126,0.5794183445190156,6,0.6000000000000001,0.0,0.2237136465324385,0.38083332591887403,47.878076062639835,125.71923937360181,0,1.2,0.766923076923077,0.00023904656200226412,0.7666840303610748,0.21818181818181817,0.7818181818181819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,5.0,0,5.0,0,4.68,2.83,0.31,1,1,2,0.62,45.21,297.08,210.68,86.39999999999998,0.13247863247863248,0.7091692473407837,0.6047008547008548,6,0.31,0.4273504273504274,0.2136752136752137,0.2908307526592163,18.461538461538456,63.47863247863248,0,1.2,0.39791208791208793,0.00030442681827638757,0.39760766109381157,0.21818181818181817,0.7818181818181819,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
2,4.0,0,3.0,0,7.54,5.03,0.37,1,3,1,1.46,80.3,550.54,386.22,164.31999999999994,0.19363395225464192,0.7015294074908273,0.6671087533156499,3,0.74,0.13262599469496023,0.3978779840848806,0.29847059250917274,21.793103448275854,73.01591511936338,0,1.0,0.7835164835164835,0.0004449575519634853,0.78307152596452,0.18181818181818182,0.8181818181818181,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
3,2.0,1,3.0,1,12.43,10.9,0.23,1,3,1,7.36,57.69,1931.997976190528,581.47,1350.527976190528,0.5921158487530169,0.3009682241730553,0.8769106999195495,8,0.6900000000000001,0.08045052292839903,0.24135156878519712,0.6990317758269446,108.65068191396043,155.4302474811366,0,2.6666666666666665,0.535054945054945,0.0013606416409527567,0.5336943034139923,0.4848484848484848,0.5151515151515151,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
5,5.0,0,3.0,1,17.93,15.35,0.6,1,4,4,3.17,51.51,1443.59,780.86,662.7299999999999,0.17679866146123815,0.5409153568534002,0.8561070831009481,9,3.0,0.2230897936419409,0.2230897936419409,0.45908464314659975,36.96207473508087,80.51254880089236,0,3.0,0.46714285714285714,0.00040627120749340406,0.4667365859353637,0.5454545454545454,0.4545454545454546,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
